tweet,real_news
"the republic basketball championship for juniors under 14 years concluded on the grounds of kafr el-sheikh governorate, announcing the rise of three teams, namely ""smouha, el shams and zamalek"".",1
"mohamed youssef, the technical director of the vanguards of the army team, announced the formation in which he will play the al-ahly match, which is scheduled for seven in the evening, today.",1
"today, wednesday, the first football team of the egyptian club will resume its training at its camp in port said, after the end of the short vacation that hossam hassan, the coach of the team, granted to the players for a period of 24 hours.",1
"the greek, baba vassiliou, the coach of the ghazl el mahalla team, informed the players of the team's desire to leave the team after the upcoming pyramids match, due to the club's failure to implement some requests.",1
"the coaching staff of al-ahly club, led by swiss marcel kohler, began preparing to face smouha in the ninth round of the league, after defeating pharco in the exciting match, which al-ahmar won with two goals to one.",1
"adel akl, the arbitration expert, confirmed that the international, mohamed maarouf, enjoyed good physical fitness and made a great effort to control the al-ahly and the ministry of interior match that was held on tuesday evening.",1
"exactly as we said yesterday, the smouha and pyramids match in the egypt cup has always been postponed, lord",1
"the pharco team, led by tariq al-ashry, concludes today, tuesday, its preparations for the ismaili match, which is scheduled for 6 pm tomorrow, wednesday, at ismailia stadium.",1
"in preparation for al-ismaili, the border haras team completed the registration procedures for the duo, ahmed ali, the former striker of the arab contractors and zamalek, and islam gamal, the farco defender.",1
"koehler expresses his dissatisfaction with al-ahly players repeating the same mistakes in the last matches in the league, after the goalless draw with smouha in the last round of the competition",1
"ahmed megahed, supervisor of the competitions committees, succeeding ""laheita"".",1
"the expected formation of al-ahly in front of ceramica at seven in the evening, wednesday, at cairo international stadium, in the tenth round of the premier league competition.",1
"the youth team camp (born in 2001) will start next wednesday in cairo in preparation for the friendly tournament of north african teams, which will start on april 6 in alexandria. the camp will continue until the end of march in cairo, then it will move to alexandria on april 1 in preparation for the tournament matches.",1
"serbian zarwan manulovic, coach of the first football team at al-ittihad club of alexandria, decided to exclude 9 players from the ranks of the leader of the gap.",1
"the death of the mother of ahmed and mohamed fikry al-saghir, the former ismaili players
the mother of the duo, mohamed fikry and ahmed fikry, the former ismaili players, passed away a short time ago",1
"the football association announces its decisions in an official statement regarding the events of the arsenal and railways match in the second division, which witnessed unfortunate events.",1
"o allah, your forgiveness is wider than my sins, and your mercy is more hopeful to me than my deeds.",1
"pyramids club officials want to market ahmed fathy and sell him in the next january transfers, especially in light of the technical staff not relying on the player.",1
"my sincere condolences to the great star badou zaki, former goalkeeper and coach of the moroccan national team, on the death of his late wife",1
"al-ahly team concludes its group training today, monday, in preparation for its match against the arab contractors tomorrow, tuesday, in the scheduled meeting of the seventeenth week of the league competition.",1
"the first half of the al-ahly and zamalek match at cairo stadium, in the 14th round of the premier league, ended in a goalless draw.",1
"mostafa lotfi, coach of the egyptian beach soccer team, confirmed that the egyptian national team will not be a guest of honor in the upcoming world cup in the emirates.",1
youssef hassan and youssef osama nabih lead the formation of the zamalek team against the arab contractors in tonight's match.,1
"the tie settled most of the day's matches in the bahri group, the most prominent of which was the tie between dikirnis and the municipality of el-mahalla, and mansoura with tanta.",1
"the coaching staff of the egyptian club, led by hossam hassan, decided to give the players of the port said team a short rest for 24 hours, before resuming training tomorrow, wednesday, in preparation for participating in the egyptian football clubs league cup.",1
